condition	target_lang	template	benchmark	data	instr	matched_diagonal	matched_instr	n_seeds	mean_acc	std_acc	min_acc	max_acc	total_count	total_correct
condition-3-zh-5k	zh	1	sib200	zh	en	n	n	1	0.7549	nan	0.7549	0.7549	204	154
condition-3-zh-5k	zh	1	sib200	zh	zh	y	y	1	0.6863	nan	0.6863	0.6863	204	140
condition-3-zh-5k	zh	1	xnli	en	en	y	n	1	0.5347	nan	0.5347	0.5347	5010	2679
condition-3-zh-5k	zh	1	xnli	en	zh	n	y	1	0.3325	nan	0.3325	0.3325	5010	1666
condition-3-zh-5k	zh	1	xnli	es	en	n	n	1	0.4858	nan	0.4858	0.4858	5010	2434
condition-3-zh-5k	zh	1	xnli	es	zh	n	y	1	0.3325	nan	0.3325	0.3325	5010	1666
condition-3-zh-5k	zh	1	xnli	ur	en	n	n	1	0.4409	nan	0.4409	0.4409	5010	2209
condition-3-zh-5k	zh	1	xnli	ur	zh	n	y	1	0.3311	nan	0.3311	0.3311	5010	1659
condition-3-zh-5k	zh	1	xnli	zh	en	n	n	1	0.4429	nan	0.4429	0.4429	5010	2219
condition-3-zh-5k	zh	1	xnli	zh	zh	y	y	1	0.3323	nan	0.3323	0.3323	5010	1665
condition-3-zh-5k	zh	2	belebele	en	en	y	n	1	0.7911	nan	0.7911	0.7911	900	712
condition-3-zh-5k	zh	2	belebele	en	zh	n	y	1	0.8022	nan	0.8022	0.8022	900	722
condition-3-zh-5k	zh	2	belebele	es	en	n	n	1	0.7222	nan	0.7222	0.7222	900	650
condition-3-zh-5k	zh	2	belebele	es	zh	n	y	1	0.7278	nan	0.7278	0.7278	900	655
condition-3-zh-5k	zh	2	belebele	ur	en	n	n	1	0.6289	nan	0.6289	0.6289	900	566
condition-3-zh-5k	zh	2	belebele	ur	zh	n	y	1	0.6167	nan	0.6167	0.6167	900	555
condition-3-zh-5k	zh	2	belebele	zh	en	n	n	1	0.7733	nan	0.7733	0.7733	900	696
condition-3-zh-5k	zh	2	belebele	zh	zh	y	y	1	0.7711	nan	0.7711	0.7711	900	694
condition-3-zh-5k	zh	2	csqa	en	en	y	n	1	0.6100	nan	0.6100	0.6100	1000	610
condition-3-zh-5k	zh	2	csqa	en	zh	n	y	1	0.6440	nan	0.6440	0.6440	1000	644
condition-3-zh-5k	zh	2	csqa	es	en	n	n	1	0.5380	nan	0.5380	0.5380	1000	538
condition-3-zh-5k	zh	2	csqa	es	zh	n	y	1	0.5250	nan	0.5250	0.5250	1000	525
condition-3-zh-5k	zh	2	csqa	ur	en	n	n	1	0.4400	nan	0.4400	0.4400	1000	440
condition-3-zh-5k	zh	2	csqa	ur	zh	n	y	1	0.4170	nan	0.4170	0.4170	1000	417
condition-3-zh-5k	zh	2	csqa	zh	en	n	n	1	0.5460	nan	0.5460	0.5460	1000	546
condition-3-zh-5k	zh	2	csqa	zh	zh	y	y	1	0.5220	nan	0.5220	0.5220	1000	522
condition-3-zh-5k	zh	2	sib200	en	en	y	n	1	0.6618	nan	0.6618	0.6618	204	135
condition-3-zh-5k	zh	2	sib200	en	zh	n	y	1	0.6471	nan	0.6471	0.6471	204	132
condition-3-zh-5k	zh	2	sib200	es	en	n	n	1	0.6373	nan	0.6373	0.6373	204	130
condition-3-zh-5k	zh	2	sib200	es	zh	n	y	1	0.6078	nan	0.6078	0.6078	204	124
condition-3-zh-5k	zh	2	sib200	ur	en	n	n	1	0.6569	nan	0.6569	0.6569	204	134
condition-3-zh-5k	zh	2	sib200	ur	zh	n	y	1	0.5441	nan	0.5441	0.5441	204	111
condition-3-zh-5k	zh	2	sib200	zh	en	n	n	1	0.6667	nan	0.6667	0.6667	204	136
condition-3-zh-5k	zh	2	sib200	zh	zh	y	y	1	0.6078	nan	0.6078	0.6078	204	124
condition-3-zh-5k	zh	2	xnli	en	en	y	n	1	0.4006	nan	0.4006	0.4006	5010	2007
condition-3-zh-5k	zh	2	xnli	en	zh	n	y	1	0.3313	nan	0.3313	0.3313	5010	1660
condition-3-zh-5k	zh	2	xnli	es	en	n	n	1	0.4114	nan	0.4114	0.4114	5010	2061
condition-3-zh-5k	zh	2	xnli	es	zh	n	y	1	0.3289	nan	0.3289	0.3289	5010	1648
condition-3-zh-5k	zh	2	xnli	ur	en	n	n	1	0.3455	nan	0.3455	0.3455	5010	1731
condition-3-zh-5k	zh	2	xnli	ur	zh	n	y	1	0.3240	nan	0.3240	0.3240	5010	1623
condition-3-zh-5k	zh	2	xnli	zh	en	n	n	1	0.4840	nan	0.4840	0.4840	5010	2425
condition-3-zh-5k	zh	2	xnli	zh	zh	y	y	1	0.3066	nan	0.3066	0.3066	5010	1536
condition-5-es-5k	es	1	belebele	en	en	y	n	1	0.7833	nan	0.7833	0.7833	900	705
condition-5-es-5k	es	1	belebele	en	es	n	y	1	0.7822	nan	0.7822	0.7822	900	704
condition-5-es-5k	es	1	belebele	es	en	n	n	1	0.6956	nan	0.6956	0.6956	900	626
condition-5-es-5k	es	1	belebele	es	es	y	y	1	0.6744	nan	0.6744	0.6744	900	607
condition-5-es-5k	es	1	belebele	ur	en	n	n	1	0.6056	nan	0.6056	0.6056	900	545
condition-5-es-5k	es	1	belebele	ur	es	n	y	1	0.5333	nan	0.5333	0.5333	900	480
condition-5-es-5k	es	1	belebele	zh	en	n	n	1	0.7522	nan	0.7522	0.7522	900	677
condition-5-es-5k	es	1	belebele	zh	es	n	y	1	0.7256	nan	0.7256	0.7256	900	653
condition-5-es-5k	es	1	csqa	en	en	y	n	1	0.6020	nan	0.6020	0.6020	1000	602
condition-5-es-5k	es	1	csqa	en	es	n	y	1	0.5920	nan	0.5920	0.5920	1000	592
condition-5-es-5k	es	1	csqa	es	en	n	n	1	0.5000	nan	0.5000	0.5000	1000	500
condition-5-es-5k	es	1	csqa	es	es	y	y	1	0.5220	nan	0.5220	0.5220	1000	522
condition-5-es-5k	es	1	csqa	ur	en	n	n	1	0.3830	nan	0.3830	0.3830	1000	383
condition-5-es-5k	es	1	csqa	ur	es	n	y	1	0.3910	nan	0.3910	0.3910	1000	391
condition-5-es-5k	es	1	csqa	zh	en	n	n	1	0.5070	nan	0.5070	0.5070	1000	507
condition-5-es-5k	es	1	csqa	zh	es	n	y	1	0.4960	nan	0.4960	0.4960	1000	496
condition-5-es-5k	es	1	sib200	en	en	y	n	1	0.5980	nan	0.5980	0.5980	204	122
condition-5-es-5k	es	1	sib200	en	es	n	y	1	0.5196	nan	0.5196	0.5196	204	106
condition-5-es-5k	es	1	sib200	es	en	n	n	1	0.5539	nan	0.5539	0.5539	204	113
condition-5-es-5k	es	1	sib200	es	es	y	y	1	0.5245	nan	0.5245	0.5245	204	107
condition-5-es-5k	es	1	sib200	ur	en	n	n	1	0.5000	nan	0.5000	0.5000	204	102
condition-5-es-5k	es	1	sib200	ur	es	n	y	1	0.4804	nan	0.4804	0.4804	204	98
condition-5-es-5k	es	1	sib200	zh	en	n	n	1	0.6127	nan	0.6127	0.6127	204	125
condition-5-es-5k	es	1	sib200	zh	es	n	y	1	0.5882	nan	0.5882	0.5882	204	120
condition-5-es-5k	es	1	xnli	en	en	y	n	1	0.4319	nan	0.4319	0.4319	5010	2164
condition-5-es-5k	es	1	xnli	en	es	n	y	1	0.4102	nan	0.4102	0.4102	5010	2055
condition-5-es-5k	es	1	xnli	es	en	n	n	1	0.3479	nan	0.3479	0.3479	5010	1743
condition-5-es-5k	es	1	xnli	es	es	y	y	1	0.4479	nan	0.4479	0.4479	5010	2244
condition-5-es-5k	es	1	xnli	ur	en	n	n	1	0.3840	nan	0.3840	0.3840	5010	1924
condition-5-es-5k	es	1	xnli	ur	es	n	y	1	0.3920	nan	0.3920	0.3920	5010	1964
condition-5-es-5k	es	1	xnli	zh	en	n	n	1	0.3525	nan	0.3525	0.3525	5010	1766
condition-5-es-5k	es	1	xnli	zh	es	n	y	1	0.3365	nan	0.3365	0.3365	5010	1686
condition-5-es-5k	es	2	belebele	en	en	y	n	1	0.7956	nan	0.7956	0.7956	900	716
condition-5-es-5k	es	2	belebele	en	es	n	y	1	0.8022	nan	0.8022	0.8022	900	722
condition-5-es-5k	es	2	belebele	es	en	n	n	1	0.7089	nan	0.7089	0.7089	900	638
condition-5-es-5k	es	2	belebele	es	es	y	y	1	0.6978	nan	0.6978	0.6978	900	628
condition-5-es-5k	es	2	belebele	ur	en	n	n	1	0.6078	nan	0.6078	0.6078	900	547
condition-5-es-5k	es	2	belebele	ur	es	n	y	1	0.5600	nan	0.5600	0.5600	900	504
condition-5-es-5k	es	2	belebele	zh	en	n	n	1	0.7478	nan	0.7478	0.7478	900	673
condition-5-es-5k	es	2	belebele	zh	es	n	y	1	0.7478	nan	0.7478	0.7478	900	673
condition-5-es-5k	es	2	csqa	en	en	y	n	1	0.6040	nan	0.6040	0.6040	1000	604
condition-5-es-5k	es	2	csqa	en	es	n	y	1	0.6090	nan	0.6090	0.6090	1000	609
condition-5-es-5k	es	2	csqa	es	en	n	n	1	0.4940	nan	0.4940	0.4940	1000	494
condition-5-es-5k	es	2	csqa	es	es	y	y	1	0.5310	nan	0.5310	0.5310	1000	531
condition-5-es-5k	es	2	csqa	ur	en	n	n	1	0.3850	nan	0.3850	0.3850	1000	385
condition-5-es-5k	es	2	csqa	ur	es	n	y	1	0.3920	nan	0.3920	0.3920	1000	392
condition-5-es-5k	es	2	csqa	zh	en	n	n	1	0.5080	nan	0.5080	0.5080	1000	508
condition-5-es-5k	es	2	csqa	zh	es	n	y	1	0.5000	nan	0.5000	0.5000	1000	500
condition-5-es-5k	es	2	sib200	en	en	y	n	1	0.7010	nan	0.7010	0.7010	204	143
condition-5-es-5k	es	2	sib200	en	es	n	y	1	0.3725	nan	0.3725	0.3725	204	76
condition-5-es-5k	es	2	sib200	es	en	n	n	1	0.6471	nan	0.6471	0.6471	204	132
condition-5-es-5k	es	2	sib200	es	es	y	y	1	0.3382	nan	0.3382	0.3382	204	69
condition-5-es-5k	es	2	sib200	ur	en	n	n	1	0.6275	nan	0.6275	0.6275	204	128
condition-5-es-5k	es	2	sib200	ur	es	n	y	1	0.3873	nan	0.3873	0.3873	204	79
condition-5-es-5k	es	2	sib200	zh	en	n	n	1	0.6667	nan	0.6667	0.6667	204	136
condition-5-es-5k	es	2	sib200	zh	es	n	y	1	0.4608	nan	0.4608	0.4608	204	94
condition-5-es-5k	es	2	xnli	en	en	y	n	1	0.4267	nan	0.4267	0.4267	5010	2138
condition-5-es-5k	es	2	xnli	en	es	n	y	1	0.3886	nan	0.3886	0.3886	5010	1947
condition-5-es-5k	es	2	xnli	es	en	n	n	1	0.3946	nan	0.3946	0.3946	5010	1977
condition-5-es-5k	es	2	xnli	es	es	y	y	1	0.3643	nan	0.3643	0.3643	5010	1825
condition-5-es-5k	es	2	xnli	ur	en	n	n	1	0.3367	nan	0.3367	0.3367	5010	1687
condition-5-es-5k	es	2	xnli	ur	es	n	y	1	0.3525	nan	0.3525	0.3525	5010	1766
condition-5-es-5k	es	2	xnli	zh	en	n	n	1	0.4403	nan	0.4403	0.4403	5010	2206
condition-5-es-5k	es	2	xnli	zh	es	n	y	1	0.3549	nan	0.3549	0.3549	5010	1778
condition-5-ur-5k	ur	1	belebele	en	en	y	n	1	0.7922	nan	0.7922	0.7922	900	713
condition-5-ur-5k	ur	1	belebele	en	ur	n	y	1	0.7567	nan	0.7567	0.7567	900	681
condition-5-ur-5k	ur	1	belebele	es	en	n	n	1	0.7200	nan	0.7200	0.7200	900	648
condition-5-ur-5k	ur	1	belebele	es	ur	n	y	1	0.6711	nan	0.6711	0.6711	900	604
condition-5-ur-5k	ur	1	belebele	ur	en	n	n	1	0.5967	nan	0.5967	0.5967	900	537
condition-5-ur-5k	ur	1	belebele	ur	ur	y	y	1	0.5433	nan	0.5433	0.5433	900	489
condition-5-ur-5k	ur	1	belebele	zh	en	n	n	1	0.7611	nan	0.7611	0.7611	900	685
condition-5-ur-5k	ur	1	belebele	zh	ur	n	y	1	0.7033	nan	0.7033	0.7033	900	633
condition-5-ur-5k	ur	1	csqa	en	en	y	n	1	0.6010	nan	0.6010	0.6010	1000	601
condition-5-ur-5k	ur	1	csqa	en	ur	n	y	1	0.5640	nan	0.5640	0.5640	1000	564
condition-5-ur-5k	ur	1	csqa	es	en	n	n	1	0.5030	nan	0.5030	0.5030	1000	503
condition-5-ur-5k	ur	1	csqa	es	ur	n	y	1	0.4460	nan	0.4460	0.4460	1000	446
condition-5-ur-5k	ur	1	csqa	ur	en	n	n	1	0.3390	nan	0.3390	0.3390	1000	339
condition-5-ur-5k	ur	1	csqa	ur	ur	y	y	1	0.3300	nan	0.3300	0.3300	1000	330
condition-5-ur-5k	ur	1	csqa	zh	en	n	n	1	0.5140	nan	0.5140	0.5140	1000	514
condition-5-ur-5k	ur	1	csqa	zh	ur	n	y	1	0.4280	nan	0.4280	0.4280	1000	428
condition-5-ur-5k	ur	1	sib200	en	en	y	n	1	0.7010	nan	0.7010	0.7010	204	143
condition-5-ur-5k	ur	1	sib200	en	ur	n	y	1	0.4706	nan	0.4706	0.4706	204	96
condition-5-ur-5k	ur	1	sib200	es	en	n	n	1	0.6961	nan	0.6961	0.6961	204	142
condition-5-ur-5k	ur	1	sib200	es	ur	n	y	1	0.4510	nan	0.4510	0.4510	204	92
condition-5-ur-5k	ur	1	sib200	ur	en	n	n	1	0.5392	nan	0.5392	0.5392	204	110
condition-5-ur-5k	ur	1	sib200	ur	ur	y	y	1	0.4951	nan	0.4951	0.4951	204	101
condition-5-ur-5k	ur	1	sib200	zh	en	n	n	1	0.7059	nan	0.7059	0.7059	204	144
condition-5-ur-5k	ur	1	sib200	zh	ur	n	y	1	0.5049	nan	0.5049	0.5049	204	103
condition-5-ur-5k	ur	1	xnli	en	en	y	n	1	0.5060	nan	0.5060	0.5060	5010	2535
condition-5-ur-5k	ur	1	xnli	en	ur	n	y	1	0.3261	nan	0.3261	0.3261	5010	1634
condition-5-ur-5k	ur	1	xnli	es	en	n	n	1	0.4671	nan	0.4671	0.4671	5010	2340
condition-5-ur-5k	ur	1	xnli	es	ur	n	y	1	0.3283	nan	0.3283	0.3283	5010	1645
condition-5-ur-5k	ur	1	xnli	ur	en	n	n	1	0.4174	nan	0.4174	0.4174	5010	2091
condition-5-ur-5k	ur	1	xnli	ur	ur	y	y	1	0.3263	nan	0.3263	0.3263	5010	1635
condition-5-ur-5k	ur	1	xnli	zh	en	n	n	1	0.4794	nan	0.4794	0.4794	5010	2402
condition-5-ur-5k	ur	1	xnli	zh	ur	n	y	1	0.3333	nan	0.3333	0.3333	5010	1670
condition-5-ur-5k	ur	2	belebele	en	en	y	n	1	0.8100	nan	0.8100	0.8100	900	729
condition-5-ur-5k	ur	2	belebele	en	ur	n	y	1	0.7544	nan	0.7544	0.7544	900	679
condition-5-ur-5k	ur	2	belebele	es	en	n	n	1	0.7444	nan	0.7444	0.7444	900	670
condition-5-ur-5k	ur	2	belebele	es	ur	n	y	1	0.6911	nan	0.6911	0.6911	900	622
condition-5-ur-5k	ur	2	belebele	ur	en	n	n	1	0.6267	nan	0.6267	0.6267	900	564
condition-5-ur-5k	ur	2	belebele	ur	ur	y	y	1	0.5511	nan	0.5511	0.5511	900	496
condition-5-ur-5k	ur	2	belebele	zh	en	n	n	1	0.7722	nan	0.7722	0.7722	900	695
condition-5-ur-5k	ur	2	belebele	zh	ur	n	y	1	0.7044	nan	0.7044	0.7044	900	634
condition-5-ur-5k	ur	2	csqa	en	en	y	n	1	0.5830	nan	0.5830	0.5830	1000	583
condition-5-ur-5k	ur	2	csqa	en	ur	n	y	1	0.5600	nan	0.5600	0.5600	1000	560
condition-5-ur-5k	ur	2	csqa	es	en	n	n	1	0.4780	nan	0.4780	0.4780	1000	478
condition-5-ur-5k	ur	2	csqa	es	ur	n	y	1	0.4470	nan	0.4470	0.4470	1000	447
condition-5-ur-5k	ur	2	csqa	ur	en	n	n	1	0.3140	nan	0.3140	0.3140	1000	314
condition-5-ur-5k	ur	2	csqa	ur	ur	y	y	1	0.3180	nan	0.3180	0.3180	1000	318
condition-5-ur-5k	ur	2	csqa	zh	en	n	n	1	0.4800	nan	0.4800	0.4800	1000	480
condition-5-ur-5k	ur	2	csqa	zh	ur	n	y	1	0.4150	nan	0.4150	0.4150	1000	415
condition-5-ur-5k	ur	2	sib200	en	en	y	n	1	0.6814	nan	0.6814	0.6814	204	139
condition-5-ur-5k	ur	2	sib200	en	ur	n	y	1	0.5784	nan	0.5784	0.5784	204	118
condition-5-ur-5k	ur	2	sib200	es	en	n	n	1	0.6569	nan	0.6569	0.6569	204	134
condition-5-ur-5k	ur	2	sib200	es	ur	n	y	1	0.5637	nan	0.5637	0.5637	204	115
condition-5-ur-5k	ur	2	sib200	ur	en	n	n	1	0.5686	nan	0.5686	0.5686	204	116
condition-5-ur-5k	ur	2	sib200	ur	ur	y	y	1	0.5490	nan	0.5490	0.5490	204	112
condition-5-ur-5k	ur	2	sib200	zh	en	n	n	1	0.6716	nan	0.6716	0.6716	204	137
condition-5-ur-5k	ur	2	sib200	zh	ur	n	y	1	0.5343	nan	0.5343	0.5343	204	109
condition-5-ur-5k	ur	2	xnli	en	en	y	n	1	0.3405	nan	0.3405	0.3405	5010	1706
condition-5-ur-5k	ur	2	xnli	en	ur	n	y	1	0.3577	nan	0.3577	0.3577	5010	1792
condition-5-ur-5k	ur	2	xnli	es	en	n	n	1	0.3437	nan	0.3437	0.3437	5010	1722
condition-5-ur-5k	ur	2	xnli	es	ur	n	y	1	0.3377	nan	0.3377	0.3377	5010	1692
condition-5-ur-5k	ur	2	xnli	ur	en	n	n	1	0.3236	nan	0.3236	0.3236	5010	1621
condition-5-ur-5k	ur	2	xnli	ur	ur	y	y	1	0.3327	nan	0.3327	0.3327	5010	1667
condition-5-ur-5k	ur	2	xnli	zh	en	n	n	1	0.4301	nan	0.4301	0.4301	5010	2155
condition-5-ur-5k	ur	2	xnli	zh	ur	n	y	1	0.3345	nan	0.3345	0.3345	5010	1676
condition-5-zh-5k	zh	1	belebele	en	en	y	n	1	0.7778	nan	0.7778	0.7778	900	700
condition-5-zh-5k	zh	1	belebele	en	zh	n	y	1	0.8056	nan	0.8056	0.8056	900	725
condition-5-zh-5k	zh	1	belebele	es	en	n	n	1	0.7044	nan	0.7044	0.7044	900	634
condition-5-zh-5k	zh	1	belebele	es	zh	n	y	1	0.7478	nan	0.7478	0.7478	900	673
condition-5-zh-5k	zh	1	belebele	ur	en	n	n	1	0.6189	nan	0.6189	0.6189	900	557
condition-5-zh-5k	zh	1	belebele	ur	zh	n	y	1	0.6089	nan	0.6089	0.6089	900	548
condition-5-zh-5k	zh	1	belebele	zh	en	n	n	1	0.7633	nan	0.7633	0.7633	900	687
condition-5-zh-5k	zh	1	belebele	zh	zh	y	y	1	0.7822	nan	0.7822	0.7822	900	704
condition-5-zh-5k	zh	1	csqa	en	en	y	n	1	0.5920	nan	0.5920	0.5920	1000	592
condition-5-zh-5k	zh	1	csqa	en	zh	n	y	1	0.6160	nan	0.6160	0.6160	1000	616
condition-5-zh-5k	zh	1	csqa	es	en	n	n	1	0.5110	nan	0.5110	0.5110	1000	511
condition-5-zh-5k	zh	1	csqa	es	zh	n	y	1	0.5370	nan	0.5370	0.5370	1000	537
condition-5-zh-5k	zh	1	csqa	ur	en	n	n	1	0.3780	nan	0.3780	0.3780	1000	378
condition-5-zh-5k	zh	1	csqa	ur	zh	n	y	1	0.3990	nan	0.3990	0.3990	1000	399
condition-5-zh-5k	zh	1	csqa	zh	en	n	n	1	0.5160	nan	0.5160	0.5160	1000	516
condition-5-zh-5k	zh	1	csqa	zh	zh	y	y	1	0.5310	nan	0.5310	0.5310	1000	531
condition-5-zh-5k	zh	1	sib200	en	en	y	n	1	0.6569	nan	0.6569	0.6569	204	134
condition-5-zh-5k	zh	1	sib200	en	zh	n	y	1	0.4559	nan	0.4559	0.4559	204	93
condition-5-zh-5k	zh	1	sib200	es	en	n	n	1	0.7059	nan	0.7059	0.7059	204	144
condition-5-zh-5k	zh	1	sib200	es	zh	n	y	1	0.4118	nan	0.4118	0.4118	204	84
condition-5-zh-5k	zh	1	sib200	ur	en	n	n	1	0.5588	nan	0.5588	0.5588	204	114
condition-5-zh-5k	zh	1	sib200	ur	zh	n	y	1	0.3186	nan	0.3186	0.3186	204	65
condition-5-zh-5k	zh	1	sib200	zh	en	n	n	1	0.6422	nan	0.6422	0.6422	204	131
condition-5-zh-5k	zh	1	sib200	zh	zh	y	y	1	0.5343	nan	0.5343	0.5343	204	109
condition-5-zh-5k	zh	1	xnli	en	en	y	n	1	0.3731	nan	0.3731	0.3731	5010	1869
condition-5-zh-5k	zh	1	xnli	en	zh	n	y	1	0.3545	nan	0.3545	0.3545	5010	1776
condition-5-zh-5k	zh	1	xnli	es	en	n	n	1	0.3387	nan	0.3387	0.3387	5010	1697
condition-5-zh-5k	zh	1	xnli	es	zh	n	y	1	0.3840	nan	0.3840	0.3840	5010	1924
condition-5-zh-5k	zh	1	xnli	ur	en	n	n	1	0.3431	nan	0.3431	0.3431	5010	1719
condition-5-zh-5k	zh	1	xnli	ur	zh	n	y	1	0.3377	nan	0.3377	0.3377	5010	1692
condition-5-zh-5k	zh	1	xnli	zh	en	n	n	1	0.3737	nan	0.3737	0.3737	5010	1872
condition-5-zh-5k	zh	1	xnli	zh	zh	y	y	1	0.3525	nan	0.3525	0.3525	5010	1766
condition-5-zh-5k	zh	2	belebele	en	en	y	n	1	0.8044	nan	0.8044	0.8044	900	724
condition-5-zh-5k	zh	2	belebele	en	zh	n	y	1	0.8144	nan	0.8144	0.8144	900	733
condition-5-zh-5k	zh	2	belebele	es	en	n	n	1	0.7289	nan	0.7289	0.7289	900	656
condition-5-zh-5k	zh	2	belebele	es	zh	n	y	1	0.7356	nan	0.7356	0.7356	900	662
condition-5-zh-5k	zh	2	belebele	ur	en	n	n	1	0.6278	nan	0.6278	0.6278	900	565
condition-5-zh-5k	zh	2	belebele	ur	zh	n	y	1	0.6233	nan	0.6233	0.6233	900	561
condition-5-zh-5k	zh	2	belebele	zh	en	n	n	1	0.7756	nan	0.7756	0.7756	900	698
condition-5-zh-5k	zh	2	belebele	zh	zh	y	y	1	0.7789	nan	0.7789	0.7789	900	701
condition-5-zh-5k	zh	2	csqa	en	en	y	n	1	0.5950	nan	0.5950	0.5950	1000	595
condition-5-zh-5k	zh	2	csqa	en	zh	n	y	1	0.6020	nan	0.6020	0.6020	1000	602
condition-5-zh-5k	zh	2	csqa	es	en	n	n	1	0.5060	nan	0.5060	0.5060	1000	506
condition-5-zh-5k	zh	2	csqa	es	zh	n	y	1	0.5190	nan	0.5190	0.5190	1000	519
condition-5-zh-5k	zh	2	csqa	ur	en	n	n	1	0.3660	nan	0.3660	0.3660	1000	366
condition-5-zh-5k	zh	2	csqa	ur	zh	n	y	1	0.3780	nan	0.3780	0.3780	1000	378
condition-5-zh-5k	zh	2	csqa	zh	en	n	n	1	0.4950	nan	0.4950	0.4950	1000	495
condition-5-zh-5k	zh	2	csqa	zh	zh	y	y	1	0.5020	nan	0.5020	0.5020	1000	502
condition-5-zh-5k	zh	2	sib200	en	en	y	n	1	0.7010	nan	0.7010	0.7010	204	143
condition-5-zh-5k	zh	2	sib200	en	zh	n	y	1	0.5049	nan	0.5049	0.5049	204	103
condition-5-zh-5k	zh	2	sib200	es	en	n	n	1	0.6618	nan	0.6618	0.6618	204	135
condition-5-zh-5k	zh	2	sib200	es	zh	n	y	1	0.4559	nan	0.4559	0.4559	204	93
condition-5-zh-5k	zh	2	sib200	ur	en	n	n	1	0.6078	nan	0.6078	0.6078	204	124
condition-5-zh-5k	zh	2	sib200	ur	zh	n	y	1	0.3039	nan	0.3039	0.3039	204	62
condition-5-zh-5k	zh	2	sib200	zh	en	n	n	1	0.7010	nan	0.7010	0.7010	204	143
condition-5-zh-5k	zh	2	sib200	zh	zh	y	y	1	0.5392	nan	0.5392	0.5392	204	110
condition-5-zh-5k	zh	2	xnli	en	en	y	n	1	0.4842	nan	0.4842	0.4842	5010	2426
condition-5-zh-5k	zh	2	xnli	en	zh	n	y	1	0.3064	nan	0.3064	0.3064	5010	1535
condition-5-zh-5k	zh	2	xnli	es	en	n	n	1	0.4519	nan	0.4519	0.4519	5010	2264
condition-5-zh-5k	zh	2	xnli	es	zh	n	y	1	0.3347	nan	0.3347	0.3347	5010	1677
condition-5-zh-5k	zh	2	xnli	ur	en	n	n	1	0.3906	nan	0.3906	0.3906	5010	1957
condition-5-zh-5k	zh	2	xnli	ur	zh	n	y	1	0.1655	nan	0.1655	0.1655	5010	829
condition-5-zh-5k	zh	2	xnli	zh	en	n	n	1	0.3872	nan	0.3872	0.3872	5010	1940
condition-5-zh-5k	zh	2	xnli	zh	zh	y	y	1	0.3479	nan	0.3479	0.3479	5010	1743
