condition	seed	template	benchmark	data	instr	n	orig_acc	repar_acc	delta_acc	orig_pf	repar_pf	delta_pf
condition-3-zh-5k	42	2	xnli	en	en	None	0.4006	0.4006	+0.0000	0.0006	0.0006	+0.0000
condition-3-zh-5k	42	2	xnli	en	zh	None	0.3313	0.3313	+0.0000	0.0100	0.0100	+0.0000
condition-3-zh-5k	42	2	xnli	es	en	None	0.4114	0.4114	+0.0000	0.0038	0.0038	+0.0000
condition-3-zh-5k	42	2	xnli	es	zh	None	0.3289	0.3289	+0.0000	0.0132	0.0130	-0.0002
condition-3-zh-5k	42	2	xnli	ur	en	None	0.3455	0.3455	+0.0000	0.0014	0.0014	+0.0000
condition-3-zh-5k	42	2	xnli	ur	zh	None	0.3236	0.3240	+0.0004	0.0327	0.0321	-0.0006
condition-3-zh-5k	42	2	xnli	zh	en	None	0.4840	0.4840	+0.0000	0.0040	0.0040	+0.0000
condition-3-zh-5k	42	2	xnli	zh	zh	None	0.3040	0.3066	+0.0026	0.1118	0.1058	-0.0060
condition-5-es-5k	42	1	belebele	en	en	None	0.7833	0.7833	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	en	es	None	0.7822	0.7822	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	es	en	None	0.6956	0.6956	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	es	es	None	0.6744	0.6744	+0.0000	0.0011	0.0011	+0.0000
condition-5-es-5k	42	1	belebele	ur	en	None	0.6056	0.6056	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	ur	es	None	0.5333	0.5333	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	zh	en	None	0.7522	0.7522	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	belebele	zh	es	None	0.7256	0.7256	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	en	en	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	en	es	None	0.5920	0.5920	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	es	en	None	0.5000	0.5000	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	es	es	None	0.5220	0.5220	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	ur	en	None	0.3830	0.3830	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	ur	es	None	0.3910	0.3910	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	zh	en	None	0.5070	0.5070	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	csqa	zh	es	None	0.4960	0.4960	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	sib200	en	en	None	0.5980	0.5980	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	sib200	en	es	None	0.2549	0.5196	+0.2647	0.4314	0.0441	-0.3873
condition-5-es-5k	42	1	sib200	es	en	None	0.5588	0.5539	-0.0049	0.0000	0.0049	+0.0049
condition-5-es-5k	42	1	sib200	es	es	None	0.2451	0.5245	+0.2794	0.4363	0.0392	-0.3971
condition-5-es-5k	42	1	sib200	ur	en	None	0.5049	0.5000	-0.0049	0.0049	0.0098	+0.0049
condition-5-es-5k	42	1	sib200	ur	es	None	0.2402	0.4804	+0.2402	0.3480	0.0294	-0.3186
condition-5-es-5k	42	1	sib200	zh	en	None	0.5735	0.6127	+0.0392	0.0833	0.0098	-0.0735
condition-5-es-5k	42	1	sib200	zh	es	None	0.2500	0.5882	+0.3382	0.5490	0.0588	-0.4902
condition-5-es-5k	42	1	xnli	en	en	None	0.4319	0.4319	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	xnli	en	es	None	0.4102	0.4102	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	xnli	es	en	None	0.3479	0.3479	+0.0000	0.0002	0.0002	+0.0000
condition-5-es-5k	42	1	xnli	es	es	None	0.4479	0.4479	+0.0000	0.0012	0.0012	+0.0000
condition-5-es-5k	42	1	xnli	ur	en	None	0.3840	0.3840	+0.0000	0.0006	0.0006	+0.0000
condition-5-es-5k	42	1	xnli	ur	es	None	0.3920	0.3920	+0.0000	0.0006	0.0006	+0.0000
condition-5-es-5k	42	1	xnli	zh	en	None	0.3525	0.3525	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	1	xnli	zh	es	None	0.3365	0.3365	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	en	en	None	0.7956	0.7956	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	en	es	None	0.8022	0.8022	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	es	en	None	0.7089	0.7089	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	es	es	None	0.6978	0.6978	+0.0000	0.0011	0.0011	+0.0000
condition-5-es-5k	42	2	belebele	ur	en	None	0.6078	0.6078	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	ur	es	None	0.5600	0.5600	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	zh	en	None	0.7478	0.7478	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	belebele	zh	es	None	0.7478	0.7478	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	en	en	None	0.6040	0.6040	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	en	es	None	0.6090	0.6090	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	es	en	None	0.4940	0.4940	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	es	es	None	0.5310	0.5310	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	ur	en	None	0.3850	0.3850	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	ur	es	None	0.3920	0.3920	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	zh	en	None	0.5080	0.5080	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	csqa	zh	es	None	0.5000	0.5000	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	sib200	en	en	None	0.7010	0.7010	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	sib200	en	es	None	0.2500	0.3725	+0.1225	0.1471	0.0147	-0.1324
condition-5-es-5k	42	2	sib200	es	en	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	sib200	es	es	None	0.2500	0.3382	+0.0882	0.0931	0.0049	-0.0882
condition-5-es-5k	42	2	sib200	ur	en	None	0.6275	0.6275	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	sib200	ur	es	None	0.2500	0.3873	+0.1373	0.1667	0.0049	-0.1618
condition-5-es-5k	42	2	sib200	zh	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-5-es-5k	42	2	sib200	zh	es	None	0.2500	0.4608	+0.2108	0.2647	0.0196	-0.2451
condition-5-es-5k	42	2	xnli	en	en	None	0.4267	0.4267	+0.0000	0.0006	0.0006	+0.0000
condition-5-es-5k	42	2	xnli	en	es	None	0.3886	0.3886	+0.0000	0.0006	0.0006	+0.0000
condition-5-es-5k	42	2	xnli	es	en	None	0.3946	0.3946	+0.0000	0.0068	0.0068	+0.0000
condition-5-es-5k	42	2	xnli	es	es	None	0.3643	0.3643	+0.0000	0.0046	0.0046	+0.0000
condition-5-es-5k	42	2	xnli	ur	en	None	0.3367	0.3367	+0.0000	0.0309	0.0309	+0.0000
condition-5-es-5k	42	2	xnli	ur	es	None	0.3525	0.3525	+0.0000	0.0122	0.0122	+0.0000
condition-5-es-5k	42	2	xnli	zh	en	None	0.4403	0.4403	+0.0000	0.0050	0.0050	+0.0000
condition-5-es-5k	42	2	xnli	zh	es	None	0.3549	0.3549	+0.0000	0.0032	0.0032	+0.0000
condition-5-ur-5k	42	1	belebele	en	en	None	0.7922	0.7922	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	en	ur	None	0.7567	0.7567	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	es	en	None	0.7200	0.7200	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	es	ur	None	0.6711	0.6711	+0.0000	0.0078	0.0078	+0.0000
condition-5-ur-5k	42	1	belebele	ur	en	None	0.5967	0.5967	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	ur	ur	None	0.5433	0.5433	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	zh	en	None	0.7611	0.7611	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	belebele	zh	ur	None	0.7033	0.7033	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	en	en	None	0.6010	0.6010	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	en	ur	None	0.5640	0.5640	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	es	en	None	0.5030	0.5030	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	es	ur	None	0.4460	0.4460	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	ur	en	None	0.3390	0.3390	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	ur	ur	None	0.3300	0.3300	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	zh	en	None	0.5140	0.5140	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	csqa	zh	ur	None	0.4280	0.4280	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	sib200	en	en	None	0.7059	0.7010	-0.0049	0.0000	0.0049	+0.0049
condition-5-ur-5k	42	1	sib200	en	ur	None	0.2304	0.4706	+0.2402	0.3725	0.0196	-0.3529
condition-5-ur-5k	42	1	sib200	es	en	None	0.7010	0.6961	-0.0049	0.0000	0.0049	+0.0049
condition-5-ur-5k	42	1	sib200	es	ur	None	0.1961	0.4510	+0.2549	0.4510	0.0196	-0.4314
condition-5-ur-5k	42	1	sib200	ur	en	None	0.5392	0.5392	+0.0000	0.0147	0.0098	-0.0049
condition-5-ur-5k	42	1	sib200	ur	ur	None	0.2206	0.4951	+0.2745	0.3725	0.0343	-0.3382
condition-5-ur-5k	42	1	sib200	zh	en	None	0.6765	0.7059	+0.0294	0.0588	0.0098	-0.0490
condition-5-ur-5k	42	1	sib200	zh	ur	None	0.2255	0.5049	+0.2794	0.4265	0.0098	-0.4167
condition-5-ur-5k	42	1	xnli	en	en	None	0.5060	0.5060	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	xnli	en	ur	None	0.3261	0.3261	+0.0000	0.0002	0.0002	+0.0000
condition-5-ur-5k	42	1	xnli	es	en	None	0.4671	0.4671	+0.0000	0.0002	0.0002	+0.0000
condition-5-ur-5k	42	1	xnli	es	ur	None	0.3283	0.3283	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	xnli	ur	en	None	0.4174	0.4174	+0.0000	0.0006	0.0006	+0.0000
condition-5-ur-5k	42	1	xnli	ur	ur	None	0.3263	0.3263	+0.0000	0.0066	0.0066	+0.0000
condition-5-ur-5k	42	1	xnli	zh	en	None	0.4794	0.4794	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	1	xnli	zh	ur	None	0.3333	0.3333	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	en	en	None	0.8100	0.8100	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	en	ur	None	0.7544	0.7544	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	es	en	None	0.7444	0.7444	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	es	ur	None	0.6911	0.6911	+0.0000	0.0056	0.0056	+0.0000
condition-5-ur-5k	42	2	belebele	ur	en	None	0.6267	0.6267	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	ur	ur	None	0.5511	0.5511	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	zh	en	None	0.7722	0.7722	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	belebele	zh	ur	None	0.7044	0.7044	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	en	en	None	0.5830	0.5830	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	en	ur	None	0.5600	0.5600	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	es	en	None	0.4780	0.4780	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	es	ur	None	0.4470	0.4470	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	ur	en	None	0.3140	0.3140	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	ur	ur	None	0.3180	0.3180	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	zh	en	None	0.4800	0.4800	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	csqa	zh	ur	None	0.4150	0.4150	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	sib200	en	en	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	sib200	en	ur	None	0.0882	0.5784	+0.4902	0.8186	0.1225	-0.6961
condition-5-ur-5k	42	2	sib200	es	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	sib200	es	ur	None	0.0490	0.5637	+0.5147	0.8824	0.1225	-0.7598
condition-5-ur-5k	42	2	sib200	ur	en	None	0.5686	0.5686	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	sib200	ur	ur	None	0.1176	0.5490	+0.4314	0.7500	0.1863	-0.5637
condition-5-ur-5k	42	2	sib200	zh	en	None	0.6667	0.6716	+0.0049	0.0049	0.0000	-0.0049
condition-5-ur-5k	42	2	sib200	zh	ur	None	0.1127	0.5343	+0.4216	0.8039	0.0539	-0.7500
condition-5-ur-5k	42	2	xnli	en	en	None	0.3405	0.3405	+0.0000	0.0000	0.0000	+0.0000
condition-5-ur-5k	42	2	xnli	en	ur	None	0.3577	0.3577	+0.0000	0.0002	0.0002	+0.0000
condition-5-ur-5k	42	2	xnli	es	en	None	0.3437	0.3437	+0.0000	0.0010	0.0010	+0.0000
condition-5-ur-5k	42	2	xnli	es	ur	None	0.3377	0.3377	+0.0000	0.0006	0.0006	+0.0000
condition-5-ur-5k	42	2	xnli	ur	en	None	0.3236	0.3236	+0.0000	0.0291	0.0291	+0.0000
condition-5-ur-5k	42	2	xnli	ur	ur	None	0.3327	0.3327	+0.0000	0.0028	0.0028	+0.0000
condition-5-ur-5k	42	2	xnli	zh	en	None	0.4301	0.4301	+0.0000	0.0020	0.0020	+0.0000
condition-5-ur-5k	42	2	xnli	zh	ur	None	0.3345	0.3345	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	en	en	None	0.7778	0.7778	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	en	zh	None	0.8056	0.8056	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	es	en	None	0.7044	0.7044	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	es	zh	None	0.7478	0.7478	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	ur	en	None	0.6189	0.6189	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	ur	zh	None	0.6089	0.6089	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	zh	en	None	0.7633	0.7633	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	belebele	zh	zh	None	0.7822	0.7822	+0.0000	0.0011	0.0011	+0.0000
condition-5-zh-5k	42	1	csqa	en	en	None	0.5920	0.5920	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	en	zh	None	0.6160	0.6160	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	es	en	None	0.5110	0.5110	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	es	zh	None	0.5370	0.5370	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	ur	en	None	0.3780	0.3780	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	ur	zh	None	0.3990	0.3990	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	zh	en	None	0.5160	0.5160	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	csqa	zh	zh	None	0.5310	0.5310	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	1	sib200	en	en	None	0.6569	0.6569	+0.0000	0.0000	0.0049	+0.0049
condition-5-zh-5k	42	1	sib200	en	zh	None	0.2206	0.4559	+0.2353	0.2794	0.0000	-0.2794
condition-5-zh-5k	42	1	sib200	es	en	None	0.7059	0.7059	+0.0000	0.0000	0.0049	+0.0049
condition-5-zh-5k	42	1	sib200	es	zh	None	0.2304	0.4118	+0.1814	0.2255	0.0000	-0.2255
condition-5-zh-5k	42	1	sib200	ur	en	None	0.5588	0.5588	+0.0000	0.0147	0.0098	-0.0049
condition-5-zh-5k	42	1	sib200	ur	zh	None	0.1961	0.3186	+0.1225	0.5784	0.0049	-0.5735
condition-5-zh-5k	42	1	sib200	zh	en	None	0.2941	0.6422	+0.3480	0.4069	0.0000	-0.4069
condition-5-zh-5k	42	1	sib200	zh	zh	None	0.2500	0.5343	+0.2843	0.2990	0.0098	-0.2892
condition-5-zh-5k	42	1	xnli	en	en	None	0.3731	0.3731	+0.0000	0.0002	0.0002	+0.0000
condition-5-zh-5k	42	1	xnli	en	zh	None	0.3545	0.3545	+0.0000	0.0022	0.0022	+0.0000
condition-5-zh-5k	42	1	xnli	es	en	None	0.3387	0.3387	+0.0000	0.0002	0.0002	+0.0000
condition-5-zh-5k	42	1	xnli	es	zh	None	0.3838	0.3840	+0.0002	0.0042	0.0038	-0.0004
condition-5-zh-5k	42	1	xnli	ur	en	None	0.3431	0.3431	+0.0000	0.0002	0.0002	+0.0000
condition-5-zh-5k	42	1	xnli	ur	zh	None	0.3337	0.3377	+0.0040	0.2200	0.2138	-0.0062
condition-5-zh-5k	42	1	xnli	zh	en	None	0.3737	0.3737	+0.0000	0.0028	0.0028	+0.0000
condition-5-zh-5k	42	1	xnli	zh	zh	None	0.3521	0.3525	+0.0004	0.0056	0.0050	-0.0006
condition-5-zh-5k	42	2	belebele	en	en	None	0.8044	0.8044	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	en	zh	None	0.8144	0.8144	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	es	en	None	0.7289	0.7289	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	es	zh	None	0.7356	0.7356	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	ur	en	None	0.6278	0.6278	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	ur	zh	None	0.6233	0.6233	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	zh	en	None	0.7756	0.7756	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	belebele	zh	zh	None	0.7789	0.7789	+0.0000	0.0022	0.0022	+0.0000
condition-5-zh-5k	42	2	csqa	en	en	None	0.5950	0.5950	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	en	zh	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	es	en	None	0.5060	0.5060	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	es	zh	None	0.5190	0.5190	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	ur	en	None	0.3660	0.3660	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	ur	zh	None	0.3780	0.3780	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	zh	en	None	0.4950	0.4950	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	csqa	zh	zh	None	0.5020	0.5020	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	sib200	en	en	None	0.7010	0.7010	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	sib200	en	zh	None	0.2500	0.5049	+0.2549	0.3235	0.0490	-0.2745
condition-5-zh-5k	42	2	sib200	es	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	sib200	es	zh	None	0.2500	0.4559	+0.2059	0.2255	0.0049	-0.2206
condition-5-zh-5k	42	2	sib200	ur	en	None	0.6078	0.6078	+0.0000	0.0098	0.0098	+0.0000
condition-5-zh-5k	42	2	sib200	ur	zh	None	0.1618	0.3039	+0.1422	0.5980	0.0196	-0.5784
condition-5-zh-5k	42	2	sib200	zh	en	None	0.4608	0.7010	+0.2402	0.3235	0.0049	-0.3186
condition-5-zh-5k	42	2	sib200	zh	zh	None	0.2500	0.5392	+0.2892	0.3333	0.0294	-0.3039
condition-5-zh-5k	42	2	xnli	en	en	None	0.4842	0.4842	+0.0000	0.0000	0.0000	+0.0000
condition-5-zh-5k	42	2	xnli	en	zh	None	0.1148	0.3064	+0.1916	0.7473	0.1673	-0.5800
condition-5-zh-5k	42	2	xnli	es	en	None	0.4519	0.4519	+0.0000	0.0034	0.0034	+0.0000
condition-5-zh-5k	42	2	xnli	es	zh	None	0.1094	0.3347	+0.2253	0.7613	0.1036	-0.6577
condition-5-zh-5k	42	2	xnli	ur	en	None	0.3906	0.3906	+0.0000	0.0138	0.0138	+0.0000
condition-5-zh-5k	42	2	xnli	ur	zh	None	0.0319	0.1655	+0.1335	0.9291	0.5182	-0.4110
condition-5-zh-5k	42	2	xnli	zh	en	None	0.3870	0.3872	+0.0002	0.0100	0.0098	-0.0002
condition-5-zh-5k	42	2	xnli	zh	zh	None	0.2002	0.3479	+0.1477	0.5327	0.0992	-0.4335
