condition	seed	template	benchmark	data	instr	n	orig_acc	repar_acc	delta_acc	orig_pf	repar_pf	delta_pf
condition-2-es-5k	123	2	belebele	ur	en	None	0.6289	0.6289	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	ur	es	None	0.5956	0.5956	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	zh	en	None	0.7622	0.7622	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	zh	es	None	0.7456	0.7456	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	en	en	None	0.6040	0.6040	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	en	es	None	0.6240	0.6240	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	es	en	None	0.5270	0.5270	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	es	es	None	0.5450	0.5450	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	ur	en	None	0.4220	0.4220	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	ur	es	None	0.4030	0.4030	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	zh	en	None	0.5420	0.5420	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	csqa	zh	es	None	0.5070	0.5070	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	en	en	None	0.6912	0.6912	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	en	es	None	0.4902	0.4902	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	es	en	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	es	es	None	0.4706	0.4755	+0.0049	0.0049	0.0000	-0.0049
condition-2-es-5k	123	2	sib200	ur	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	ur	es	None	0.4216	0.4314	+0.0098	0.0147	0.0098	-0.0049
condition-2-es-5k	123	2	sib200	zh	en	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	sib200	zh	es	None	0.4951	0.5000	+0.0049	0.0147	0.0098	-0.0049
condition-2-es-5k	123	2	xnli	en	en	None	0.3619	0.3619	+0.0000	0.0010	0.0010	+0.0000
condition-2-es-5k	123	2	xnli	en	es	None	0.3824	0.3824	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	xnli	es	en	None	0.3555	0.3555	+0.0000	0.0042	0.0042	+0.0000
condition-2-es-5k	123	2	xnli	es	es	None	0.3794	0.3794	+0.0000	0.0008	0.0008	+0.0000
condition-2-es-5k	123	2	xnli	ur	en	None	0.3335	0.3335	+0.0000	0.0066	0.0066	+0.0000
condition-2-es-5k	123	2	xnli	ur	es	None	0.3954	0.3954	+0.0000	0.0006	0.0006	+0.0000
condition-2-es-5k	123	2	xnli	zh	en	None	0.4244	0.4244	+0.0000	0.0010	0.0010	+0.0000
condition-2-es-5k	123	2	xnli	zh	es	None	0.3559	0.3559	+0.0000	0.0016	0.0016	+0.0000
condition-2-es-5k	42	1	belebele	en	en	None	0.7844	0.7844	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	en	es	None	0.7689	0.7689	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	es	en	None	0.7078	0.7078	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	es	es	None	0.6756	0.6756	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	ur	en	None	0.6111	0.6111	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	ur	es	None	0.5656	0.5656	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	zh	en	None	0.7633	0.7633	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	belebele	zh	es	None	0.7300	0.7300	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	en	en	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	en	es	None	0.6070	0.6070	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	es	en	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	es	es	None	0.5400	0.5400	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	ur	en	None	0.4140	0.4140	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	ur	es	None	0.4080	0.4080	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	zh	en	None	0.5540	0.5540	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	csqa	zh	es	None	0.5060	0.5060	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	sib200	en	en	None	0.7647	0.7598	-0.0049	0.0000	0.0049	+0.0049
condition-2-es-5k	42	1	sib200	en	es	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	sib200	es	en	None	0.7794	0.7696	-0.0098	0.0000	0.0098	+0.0098
condition-2-es-5k	42	1	sib200	es	es	None	0.6422	0.6422	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	sib200	ur	en	None	0.7010	0.7010	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	sib200	ur	es	None	0.5245	0.5245	+0.0000	0.0000	0.0441	+0.0441
condition-2-es-5k	42	1	sib200	zh	en	None	0.7745	0.7647	-0.0098	0.0000	0.0098	+0.0098
condition-2-es-5k	42	1	sib200	zh	es	None	0.6422	0.6275	-0.0147	0.0000	0.0490	+0.0490
condition-2-es-5k	42	1	xnli	en	en	None	0.5291	0.5291	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	42	1	xnli	en	es	None	0.5090	0.5090	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	xnli	es	en	None	0.4932	0.4932	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	xnli	es	es	None	0.4762	0.4762	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	42	1	xnli	ur	en	None	0.4469	0.4469	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	xnli	ur	es	None	0.4431	0.4431	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	xnli	zh	en	None	0.4359	0.4359	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	1	xnli	zh	es	None	0.3665	0.3665	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	en	en	None	0.7889	0.7889	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	en	es	None	0.7900	0.7900	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	es	en	None	0.7200	0.7200	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	es	es	None	0.7133	0.7133	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	ur	en	None	0.6278	0.6278	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	ur	es	None	0.5889	0.5889	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	zh	en	None	0.7644	0.7644	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	belebele	zh	es	None	0.7489	0.7489	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	en	en	None	0.6050	0.6050	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	en	es	None	0.6210	0.6210	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	es	en	None	0.5270	0.5270	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	es	es	None	0.5400	0.5400	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	ur	en	None	0.4180	0.4180	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	ur	es	None	0.4000	0.4000	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	zh	en	None	0.5370	0.5370	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	csqa	zh	es	None	0.5070	0.5070	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	en	en	None	0.7059	0.7059	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	en	es	None	0.4853	0.4853	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	es	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	es	es	None	0.4657	0.4706	+0.0049	0.0049	0.0000	-0.0049
condition-2-es-5k	42	2	sib200	ur	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	ur	es	None	0.4167	0.4363	+0.0196	0.0196	0.0049	-0.0147
condition-2-es-5k	42	2	sib200	zh	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	sib200	zh	es	None	0.4951	0.5000	+0.0049	0.0147	0.0098	-0.0049
condition-2-es-5k	42	2	xnli	en	en	None	0.3525	0.3525	+0.0000	0.0006	0.0006	+0.0000
condition-2-es-5k	42	2	xnli	en	es	None	0.4126	0.4126	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	42	2	xnli	es	en	None	0.3483	0.3483	+0.0000	0.0048	0.0048	+0.0000
condition-2-es-5k	42	2	xnli	es	es	None	0.4016	0.4016	+0.0000	0.0012	0.0012	+0.0000
condition-2-es-5k	42	2	xnli	ur	en	None	0.3339	0.3339	+0.0000	0.0064	0.0064	+0.0000
condition-2-es-5k	42	2	xnli	ur	es	None	0.4044	0.4044	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	42	2	xnli	zh	en	None	0.4072	0.4072	+0.0000	0.0008	0.0008	+0.0000
condition-2-es-5k	42	2	xnli	zh	es	None	0.3719	0.3719	+0.0000	0.0030	0.0030	+0.0000
condition-2-es-5k	456	1	belebele	en	en	None	0.7833	0.7833	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	en	es	None	0.7767	0.7767	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	es	en	None	0.7089	0.7089	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	es	es	None	0.6733	0.6733	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	ur	en	None	0.6133	0.6133	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	ur	es	None	0.5500	0.5500	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	zh	en	None	0.7622	0.7622	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	belebele	zh	es	None	0.7200	0.7200	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	en	en	None	0.6140	0.6140	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	en	es	None	0.6000	0.6000	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	es	en	None	0.5370	0.5370	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	es	es	None	0.5420	0.5420	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	ur	en	None	0.4190	0.4190	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	ur	es	None	0.4080	0.4080	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	zh	en	None	0.5540	0.5540	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	csqa	zh	es	None	0.5110	0.5110	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	sib200	en	en	None	0.7696	0.7696	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	sib200	en	es	None	0.6765	0.6765	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	sib200	es	en	None	0.7745	0.7647	-0.0098	0.0000	0.0098	+0.0098
condition-2-es-5k	456	1	sib200	es	es	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	sib200	ur	en	None	0.7010	0.7010	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	sib200	ur	es	None	0.5392	0.5392	+0.0000	0.0000	0.0343	+0.0343
condition-2-es-5k	456	1	sib200	zh	en	None	0.7794	0.7696	-0.0098	0.0000	0.0098	+0.0098
condition-2-es-5k	456	1	sib200	zh	es	None	0.6471	0.6471	+0.0000	0.0000	0.0049	+0.0049
condition-2-es-5k	456	1	xnli	en	en	None	0.5248	0.5248	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	456	1	xnli	en	es	None	0.4569	0.4569	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	456	1	xnli	es	en	None	0.4762	0.4762	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	xnli	es	es	None	0.4339	0.4339	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	xnli	ur	en	None	0.4455	0.4455	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	xnli	ur	es	None	0.4357	0.4357	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	xnli	zh	en	None	0.4210	0.4210	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	1	xnli	zh	es	None	0.3435	0.3435	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	en	en	None	0.7900	0.7900	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	en	es	None	0.7956	0.7956	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	es	en	None	0.7222	0.7222	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	es	es	None	0.7033	0.7033	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	ur	en	None	0.6211	0.6211	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	ur	es	None	0.5922	0.5922	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	zh	en	None	0.7678	0.7678	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	belebele	zh	es	None	0.7456	0.7456	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	en	en	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	en	es	None	0.6210	0.6210	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	es	en	None	0.5320	0.5320	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	es	es	None	0.5440	0.5440	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	ur	en	None	0.4200	0.4200	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	ur	es	None	0.4050	0.4050	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	zh	en	None	0.5450	0.5450	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	csqa	zh	es	None	0.5140	0.5140	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	en	en	None	0.6912	0.6912	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	en	es	None	0.4902	0.4902	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	es	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	es	es	None	0.4853	0.4902	+0.0049	0.0049	0.0000	-0.0049
condition-2-es-5k	456	2	sib200	ur	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	ur	es	None	0.4314	0.4755	+0.0441	0.0441	0.0000	-0.0441
condition-2-es-5k	456	2	sib200	zh	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	sib200	zh	es	None	0.4902	0.5098	+0.0196	0.0294	0.0098	-0.0196
condition-2-es-5k	456	2	xnli	en	en	None	0.3659	0.3659	+0.0000	0.0008	0.0008	+0.0000
condition-2-es-5k	456	2	xnli	en	es	None	0.3890	0.3890	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	456	2	xnli	es	en	None	0.3599	0.3599	+0.0000	0.0046	0.0046	+0.0000
condition-2-es-5k	456	2	xnli	es	es	None	0.3764	0.3764	+0.0000	0.0006	0.0006	+0.0000
condition-2-es-5k	456	2	xnli	ur	en	None	0.3345	0.3345	+0.0000	0.0080	0.0080	+0.0000
condition-2-es-5k	456	2	xnli	ur	es	None	0.4012	0.4012	+0.0000	0.0008	0.0008	+0.0000
condition-2-es-5k	456	2	xnli	zh	en	None	0.4130	0.4130	+0.0000	0.0008	0.0008	+0.0000
condition-2-es-5k	456	2	xnli	zh	es	None	0.3553	0.3553	+0.0000	0.0030	0.0030	+0.0000
condition-2-ur-20k	42	1	belebele	en	en	None	0.7922	0.7922	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	en	ur	None	0.7856	0.7856	+0.0000	0.0011	0.0011	+0.0000
condition-2-ur-20k	42	1	belebele	es	en	None	0.7144	0.7144	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	es	ur	None	0.6889	0.6889	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	ur	en	None	0.6000	0.6000	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	ur	ur	None	0.5000	0.5000	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	zh	en	None	0.7678	0.7678	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	belebele	zh	ur	None	0.7500	0.7500	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	en	en	None	0.6170	0.6170	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	en	ur	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	es	en	None	0.5430	0.5430	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	es	ur	None	0.4990	0.4990	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	ur	en	None	0.3740	0.3740	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	ur	ur	None	0.3410	0.3410	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	zh	en	None	0.5490	0.5490	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	csqa	zh	ur	None	0.4970	0.4970	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	sib200	en	en	None	0.7745	0.7647	-0.0098	0.0000	0.0147	+0.0147
condition-2-ur-20k	42	1	sib200	en	ur	None	0.4951	0.3725	-0.1225	0.0049	0.3676	+0.3627
condition-2-ur-20k	42	1	sib200	es	en	None	0.7794	0.7304	-0.0490	0.0000	0.0588	+0.0588
condition-2-ur-20k	42	1	sib200	es	ur	None	0.4314	0.3137	-0.1176	0.0049	0.4216	+0.4167
condition-2-ur-20k	42	1	sib200	ur	en	None	0.6814	0.6569	-0.0245	0.0000	0.0294	+0.0294
condition-2-ur-20k	42	1	sib200	ur	ur	None	0.2745	0.2598	-0.0147	0.0049	0.1569	+0.1520
condition-2-ur-20k	42	1	sib200	zh	en	None	0.7598	0.7304	-0.0294	0.0000	0.0343	+0.0343
condition-2-ur-20k	42	1	sib200	zh	ur	None	0.5392	0.3971	-0.1422	0.0049	0.4314	+0.4265
condition-2-ur-20k	42	1	xnli	en	en	None	0.5379	0.5379	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	xnli	en	ur	None	0.4595	0.4595	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-20k	42	1	xnli	es	en	None	0.5002	0.5002	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	xnli	es	ur	None	0.3673	0.3673	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-20k	42	1	xnli	ur	en	None	0.4439	0.4439	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	xnli	ur	ur	None	0.3337	0.3337	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	xnli	zh	en	None	0.4413	0.4413	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	1	xnli	zh	ur	None	0.3403	0.3403	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	en	en	None	0.7944	0.7944	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	en	ur	None	0.7844	0.7844	+0.0000	0.0022	0.0022	+0.0000
condition-2-ur-20k	42	2	belebele	es	en	None	0.7300	0.7300	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	es	ur	None	0.6889	0.6889	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	ur	en	None	0.6056	0.6056	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	ur	ur	None	0.4844	0.4844	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	zh	en	None	0.7744	0.7744	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	belebele	zh	ur	None	0.7467	0.7467	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	en	en	None	0.6080	0.6080	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	en	ur	None	0.6120	0.6120	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	es	en	None	0.5420	0.5420	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	es	ur	None	0.5020	0.5020	+0.0000	0.0010	0.0010	+0.0000
condition-2-ur-20k	42	2	csqa	ur	en	None	0.3430	0.3430	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	ur	ur	None	0.3520	0.3520	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	zh	en	None	0.5270	0.5270	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	csqa	zh	ur	None	0.5070	0.5070	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	sib200	en	en	None	0.6912	0.6912	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	sib200	en	ur	None	0.7206	0.7157	-0.0049	0.0588	0.0637	+0.0049
condition-2-ur-20k	42	2	sib200	es	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	sib200	es	ur	None	0.6275	0.6127	-0.0147	0.0343	0.0539	+0.0196
condition-2-ur-20k	42	2	sib200	ur	en	None	0.5980	0.5980	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	sib200	ur	ur	None	0.4608	0.3382	-0.1225	0.0000	0.3088	+0.3088
condition-2-ur-20k	42	2	sib200	zh	en	None	0.6618	0.6520	-0.0098	0.0000	0.0098	+0.0098
condition-2-ur-20k	42	2	sib200	zh	ur	None	0.5637	0.6176	+0.0539	0.2010	0.1225	-0.0784
condition-2-ur-20k	42	2	xnli	en	en	None	0.3615	0.3615	+0.0000	0.0004	0.0004	+0.0000
condition-2-ur-20k	42	2	xnli	en	ur	None	0.3415	0.3415	+0.0000	0.0028	0.0028	+0.0000
condition-2-ur-20k	42	2	xnli	es	en	None	0.3687	0.3687	+0.0000	0.0002	0.0002	+0.0000
condition-2-ur-20k	42	2	xnli	es	ur	None	0.3812	0.3812	+0.0000	0.0022	0.0022	+0.0000
condition-2-ur-20k	42	2	xnli	ur	en	None	0.3363	0.3363	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	xnli	ur	ur	None	0.3910	0.3910	+0.0000	0.0004	0.0004	+0.0000
condition-2-ur-20k	42	2	xnli	zh	en	None	0.4577	0.4577	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-20k	42	2	xnli	zh	ur	None	0.4501	0.4501	+0.0000	0.0006	0.0006	+0.0000
condition-2-ur-5k	123	1	belebele	en	en	None	0.7889	0.7889	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	en	ur	None	0.8011	0.8011	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	es	en	None	0.7233	0.7233	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	es	ur	None	0.7211	0.7211	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	ur	en	None	0.6322	0.6322	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	ur	ur	None	0.5733	0.5733	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	zh	en	None	0.7722	0.7722	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	belebele	zh	ur	None	0.7578	0.7578	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	en	en	None	0.6090	0.6090	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	en	ur	None	0.6070	0.6070	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	es	en	None	0.5370	0.5370	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	es	ur	None	0.4930	0.4930	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	ur	en	None	0.4030	0.4030	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	ur	ur	None	0.3770	0.3770	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	zh	en	None	0.5610	0.5610	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	csqa	zh	ur	None	0.4960	0.4960	+0.0000	0.0000	0.0000	+0.0000
condition-2-ur-5k	123	1	sib200	en	en	None	0.7794	0.7647	-0.0147	0.0000	0.0245	+0.0245
condition-2-ur-5k	123	1	sib200	en	ur	None	0.6667	0.6078	-0.0588	0.0000	0.2451	+0.2451
condition-2-ur-5k	123	1	sib200	es	en	None	0.7647	0.7108	-0.0539	0.0000	0.0637	+0.0637
condition-2-ur-5k	123	1	sib200	es	ur	None	0.6422	0.5931	-0.0490	0.0049	0.2353	+0.2304
condition-2-ur-5k	123	1	sib200	ur	en	None	0.6912	0.6667	-0.0245	0.0000	0.0294	+0.0294
condition-2-ur-5k	123	1	sib200	ur	ur	None	0.4853	0.4412	-0.0441	0.0000	0.2794	+0.2794
condition-2-ur-5k	123	1	sib200	zh	en	None	0.7647	0.7402	-0.0245	0.0000	0.0245	+0.0245
condition-2-ur-5k	123	1	sib200	zh	ur	None	0.7549	0.7059	-0.0490	0.0000	0.1324	+0.1324
